Group,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,G1,G2,G3,1a,2a,3a,4a,5a,6a,7a,8a,9a,10a,11a,12a,13a,14a,15a,16a,17a,18a,19a,20a,21a_Browser,21a_Version,21a_Operating System,21a_Resolution,22a_First Click,22a_Last Click,22a_Page Submit,22a_Click Count,mTurkCode,Final_Score
2,7/10/2017 9:36,7/10/2017 9:43,IP Address,64.121.102.112,100,397,TRUE,7/10/2017 9:43,R_2ZBQ9SugFY4QP9T,,40.5901947,-75.35469818,anonymous,EN,Male,Bachelor's degree in college (4-year),18-27,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,"E) Construction of new shops, malls, and casinos by the Jersey shore helped attract visitors to go indoors rather than stay outdoors.",B) $900,E) Statements 1 and 2 are not sufficient to answer the question asked and additional data is needed to answer the statements.,C)  more tech-savvy now than at any time in their,"B) Jackson, Simon, Prince, Nicks, Mitchell, Wonder, Lennon, King",B) Treatment with medication always shows faster results for patients with mental disorders than does treatment with psychotherapy.,D) An increasing number of people have been killed in home fires that started in the kitchen.,B) Roger got opinions from two of the foremost cancer specialists in the country.,A) immutable : alteration,A) Relationship cannot be determined from the information given.,B)  260.25,A) vary,E) Ellen has attended programs and distributed literature prepared by the Regionalist party.,"A) which was colder and wetter than usual in some regions, slowing",A) bringing,"A) Born in Calcutta in 1940, author Bharati Mukherjee became a United States citizen in 1988; she has",D) 45,A) Monday,Firefox,54,Windows NT 6.1,1366x768,10.481,59.521,60.296,11,716478,7
2,7/10/2017 9:37,7/10/2017 9:44,IP Address,98.102.88.42,100,410,TRUE,7/10/2017 9:44,R_2Wx6tfAsuC61uCw,,43.08039856,-88.25920105,anonymous,EN,Male,Some college but no degree,28-37,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,B) $900,B) Statement 2 alone is sufficient but statement 1 alone is not sufficient to answer the question asked.,E) more tech-savvy now than it was at any time in,"C) Jackson, Simon, King, Mitchell, Prince, Nicks, Lennon, Wonder",D) Medication is always more effective in treating patients with mental disorders than is psychotherapy.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",E)  intractable : destruction,B) Quantity in Column B is greater.,A) 217.75,A) vary,C) Past attempts to protect the environment through recycling laws have failed.,"C) since it was colder and wetter than usually in some regions, which slowed",A) bringing,"A) Born in Calcutta in 1940, author Bharati Mukherjee became a United States citizen in 1988; she has",A) 20,A) Monday,Firefox,54,Windows NT 6.1,1920x1080,3.809,39.343,40.448,6,675517,7
2,7/10/2017 9:32,7/10/2017 9:45,IP Address,45.17.20.236,100,783,TRUE,7/10/2017 9:45,R_2B9d1zIISba9GJV,,32.88130188,-97.36219788,anonymous,EN,Male,Master's degree,> 47,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,A) Written by one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,E) $1300,E) Statements 1 and 2 are not sufficient to answer the question asked and additional data is needed to answer the statements.,A) more tech-savvy than those at any other time in,"C) Jackson, Simon, King, Mitchell, Prince, Nicks, Lennon, Wonder",C) Most mental disorders are not the result of chemical imbalances affecting the brain.,D) An increasing number of people have been killed in home fires that started in the kitchen.,B) Roger got opinions from two of the foremost cancer specialists in the country.,C) inimitable : modification,C) Two columns are equal.,A) 217.75,D)  increase,B) Industrial interests need not oppose the protection of the environment.,"C) since it was colder and wetter than usually in some regions, which slowed",C) and it brings,"B) Having been a United States citizen since 1988, she was born in Calcutta in 1940; author Bharati Mukherjee",A) 20,A) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1600x900,4.049,47.284,49.16,5,753734,6
2,7/10/2017 9:39,7/10/2017 9:55,IP Address,65.35.90.154,100,971,TRUE,7/10/2017 9:55,R_3dM6UQgBrnICgQs,,27.80200195,-81.98989868,anonymous,EN,Female,Bachelor's degree in college (4-year),28-37,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,D) Written by what some believe as one of the first widely read female authors of the Western world,C) Sunburns are most likely to happen when beach go-ers suntan for consecutive sunny days at the beach.,D) $1200,E) Statements 1 and 2 are not sufficient to answer the question asked and additional data is needed to answer the statements.,C)  more tech-savvy now than at any time in their,"E) Mitchell, Jackson, Prince, Simon, Lennon, Wonder, Nicks, King",D) Medication is always more effective in treating patients with mental disorders than is psychotherapy.,D) An increasing number of people have been killed in home fires that started in the kitchen.,B) Roger got opinions from two of the foremost cancer specialists in the country.,A) immutable : alteration,C) Two columns are equal.,A) 217.75,A) vary,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"B) colder and wetter than was usual in some regions, which slowed",A) bringing,"E) Having been born in Calcutta in 1940 and being a United States citizen since 1988, author Bharati Mukherjee",D) 45,A) Monday,Chrome,59.0.3071.115,Windows NT 6.3,1600x900,46.338,96.406,96.753,5,997672,6
2,7/10/2017 9:43,7/10/2017 9:57,IP Address,67.253.96.35,100,845,TRUE,7/10/2017 9:57,R_3hoJk7KH5pzXqEm,,44.5316925,-70.21640015,anonymous,EN,Male,Some college but no degree,38-47,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,B) $900,D) Each statement alone is sufficient to answer the question.,E) more tech-savvy now than it was at any time in,"A) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",A) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",D)   invincible : control,D) Quantity in Column A is greater.,A) 217.75,A) vary,E) Ellen has attended programs and distributed literature prepared by the Regionalist party.,"A) which was colder and wetter than usual in some regions, slowing",E) and brought,"D) Being born in Calcutta in 1940 and having been a United States citizen since 1988, author Bharati Mukherjee",D) 45,A) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1920x1080,5.983,126.224,127.069,19,441705,7
2,7/10/2017 9:45,7/10/2017 10:13,IP Address,139.137.128.61,100,1683,TRUE,7/10/2017 10:13,R_1PcVwyXlLhndWMI,,41.44889832,-81.63189697,anonymous,EN,Female,Master's degree,28-37,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,D) Written by what some believe as one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,D) $1200,A) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,E) more tech-savvy now than it was at any time in,"B) Jackson, Simon, Prince, Nicks, Mitchell, Wonder, Lennon, King",A) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","E) Roger made the decision himself, and he takes the responsibility for it.",C) inimitable : modification,D) Quantity in Column A is greater.,A) 217.75,E) wane,E) Ellen has attended programs and distributed literature prepared by the Regionalist party.,"A) which was colder and wetter than usual in some regions, slowing",A) bringing,"E) Having been born in Calcutta in 1940 and being a United States citizen since 1988, author Bharati Mukherjee",D) 45,A) Monday,Chrome,59.0.3071.115,Windows NT 6.1,1024x768,11.497,112.416,112.886,15,417105,7
2,7/11/2017 9:33,7/11/2017 9:34,IP Address,162.200.128.164,100,93,TRUE,7/11/2017 9:34,R_2qvJYCR97LNg7AV,,39.53269958,-84.2901001,anonymous,EN,Female,Bachelor's degree in college (4-year),38-47,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,"B) Sunburns severely damage at least several people's skin each year at the Jersey Shore (hyperpigmentation, discoloration and burned patches of skin)",C) $1100,C) Statement 1 alone is sufficient but statement 2 alone is not sufficient to answer the question asked.,E) more tech-savvy now than it was at any time in,"C) Jackson, Simon, King, Mitchell, Prince, Nicks, Lennon, Wonder",B) Treatment with medication always shows faster results for patients with mental disorders than does treatment with psychotherapy.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","E) Roger made the decision himself, and he takes the responsibility for it.",D)   invincible : control,D) Quantity in Column A is greater.,A) 217.75,D)  increase,C) Past attempts to protect the environment through recycling laws have failed.,"D)  being colder and wetter than usually in some regions, slowing",C) and it brings,"E) Having been born in Calcutta in 1940 and being a United States citizen since 1988, author Bharati Mukherjee",A) 20,C) Wednesday,Chrome,59.0.3071.115,Windows NT 6.1,1280x1024,0,0,6.327,0,997596,2
2,7/11/2017 9:36,7/11/2017 9:46,IP Address,73.34.138.114,100,599,TRUE,7/11/2017 9:46,R_2f70JGujlzlJMeK,,38.95840454,-104.7573013,anonymous,EN,Female,Bachelor's degree in college (4-year),18-27,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,A) Written by one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,D) $1200,A) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,D) more tech-savvy than those at any other time in their,"B) Jackson, Simon, Prince, Nicks, Mitchell, Wonder, Lennon, King",A) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,A) Home fires caused by smoking in bed often break out after the home‰Ûªs occupants have fallen asleep.,"C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",A) immutable : alteration,B) Quantity in Column B is greater.,A) 217.75,A) vary,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"A) which was colder and wetter than usual in some regions, slowing",A) bringing,"A) Born in Calcutta in 1940, author Bharati Mukherjee became a United States citizen in 1988; she has",D) 45,D) Thursday,Chrome,57.0.2987.98,Macintosh,1440x900,16.674,81.836,85.753,5,795509,12
2,7/11/2017 9:33,7/11/2017 9:47,IP Address,108.14.4.216,100,846,TRUE,7/11/2017 9:47,R_BY3zWE4HQHxMnCh,,40.76539612,-73.81739807,anonymous,EN,Female,Bachelor's degree in college (4-year),28-37,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,D) Written by what some believe as one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,D) $1200,A) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,A) more tech-savvy than those at any other time in,"C) Jackson, Simon, King, Mitchell, Prince, Nicks, Lennon, Wonder",C) Most mental disorders are not the result of chemical imbalances affecting the brain.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","D) Even with the most modern methods and facilities, medicine is still more of an art than a science, and one can‰Ûªt really predict the outcome with any high degree of reliability.",C) inimitable : modification,D) Quantity in Column A is greater.,A) 217.75,A) vary,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,E) having been colder and wetter than was usual in some regions and slowed,B) and brings,"E) Having been born in Calcutta in 1940 and being a United States citizen since 1988, author Bharati Mukherjee",D) 45,B) Tuesday,Chrome,59.0.3071.115,Windows NT 6.3,1366x768,17.152,108.55,110.243,12,67053,6
2,7/11/2017 9:46,7/11/2017 9:56,IP Address,98.232.116.238,100,601,TRUE,7/11/2017 9:56,R_2bTLUgDtdE9neLd,,47.6566925,-117.3785019,anonymous,EN,Male,Associate degree in college (2-year),28-37,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,A) Written by one of the first widely read female authors of the Western world,C) Sunburns are most likely to happen when beach go-ers suntan for consecutive sunny days at the beach.,B) $900,D) Each statement alone is sufficient to answer the question.,E) more tech-savvy now than it was at any time in,"C) Jackson, Simon, King, Mitchell, Prince, Nicks, Lennon, Wonder",D) Medication is always more effective in treating patients with mental disorders than is psychotherapy.,"E) Population densities have increased, with the result that one home fire can cause more deaths than in previous decades","D) Even with the most modern methods and facilities, medicine is still more of an art than a science, and one can‰Ûªt really predict the outcome with any high degree of reliability.",A) immutable : alteration,B) Quantity in Column B is greater.,A) 217.75,D)  increase,C) Past attempts to protect the environment through recycling laws have failed.,"B) colder and wetter than was usual in some regions, which slowed",E) and brought,"A) Born in Calcutta in 1940, author Bharati Mukherjee became a United States citizen in 1988; she has",B) 16,E) Friday,Chrome,59.0.3071.115,Windows NT 10.0,1120x700,16.207,93.311,93.643,6,495836,4
2,7/11/2017 9:39,7/11/2017 9:59,IP Address,68.36.199.27,100,1183,TRUE,7/11/2017 9:59,R_2DV7RtByDZnllsy,,42.64399719,-83.27960205,anonymous,EN,Female,Some college but no degree,28-37,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,B) Believed to be one of the first widely read female authors of the Western world,"E) Construction of new shops, malls, and casinos by the Jersey shore helped attract visitors to go indoors rather than stay outdoors.",A) $1000,A) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,C)  more tech-savvy now than at any time in their,"A) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",A) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,A) Home fires caused by smoking in bed often break out after the home‰Ûªs occupants have fallen asleep.,A) Roger feels better now than he would have felt without the surgery.,C) inimitable : modification,B) Quantity in Column B is greater.,A) 217.75,A) vary,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"A) which was colder and wetter than usual in some regions, slowing",D) and it brought,"C) Being a United States citizen since 1988 and born in Calcutta in 1940, author Bharati Mukherjee has",D) 45,A) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1366x768,21.627,136.77,137.695,6,396889,11
2,7/11/2017 9:51,7/11/2017 10:03,IP Address,107.167.229.84,100,719,TRUE,7/11/2017 10:03,R_1C1l13zhDStI1z2,,30.32460022,-81.68509674,anonymous,EN,Female,Bachelor's degree in college (4-year),28-37,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,D) Written by what some believe as one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,A) $1000,A) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,C)  more tech-savvy now than at any time in their,"C) Jackson, Simon, King, Mitchell, Prince, Nicks, Lennon, Wonder",A) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",E)  intractable : destruction,A) Relationship cannot be determined from the information given.,A) 217.75,A) vary,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"A) which was colder and wetter than usual in some regions, slowing",B) and brings,"D) Being born in Calcutta in 1940 and having been a United States citizen since 1988, author Bharati Mukherjee",A) 20,A) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1366x768,2.099,167.29,168.468,21,364688,11
2,7/11/2017 9:38,7/11/2017 10:04,IP Address,98.251.17.160,100,1588,TRUE,7/11/2017 10:04,R_3f9Nlh2CvsyE90d,,33.83790588,-84.38459778,anonymous,EN,Female,Some college but no degree,38-47,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,D) Written by what some believe as one of the first widely read female authors of the Western world,"E) Construction of new shops, malls, and casinos by the Jersey shore helped attract visitors to go indoors rather than stay outdoors.",A) $1000,E) Statements 1 and 2 are not sufficient to answer the question asked and additional data is needed to answer the statements.,E) more tech-savvy now than it was at any time in,"E) Mitchell, Jackson, Prince, Simon, Lennon, Wonder, Nicks, King",D) Medication is always more effective in treating patients with mental disorders than is psychotherapy.,C) Smokers who smoke in bed tend to be heavy smokers who are less likely to quit smoking than are smokers who do not smoke in bed.,"C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",D)   invincible : control,B) Quantity in Column B is greater.,A) 217.75,D)  increase,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"C) since it was colder and wetter than usually in some regions, which slowed",D) and it brought,"B) Having been a United States citizen since 1988, she was born in Calcutta in 1940; author Bharati Mukherjee",D) 45,D) Thursday,Chrome,59.0.3071.115,Windows NT 6.1,1600x1024,43.554,237.636,239.693,7,563620,3
2,7/11/2017 9:53,7/11/2017 10:07,IP Address,71.197.84.104,100,814,TRUE,7/11/2017 10:07,R_pip5ZZh5nEWXCYF,,39.45939636,-121.3972015,anonymous,EN,Female,High school graduate (high school diploma or equivalent including GED),> 47,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,D) Written by what some believe as one of the first widely read female authors of the Western world,"E) Construction of new shops, malls, and casinos by the Jersey shore helped attract visitors to go indoors rather than stay outdoors.",A) $1000,E) Statements 1 and 2 are not sufficient to answer the question asked and additional data is needed to answer the statements.,A) more tech-savvy than those at any other time in,"E) Mitchell, Jackson, Prince, Simon, Lennon, Wonder, Nicks, King",B) Treatment with medication always shows faster results for patients with mental disorders than does treatment with psychotherapy.,A) Home fires caused by smoking in bed often break out after the home‰Ûªs occupants have fallen asleep.,"C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",E)  intractable : destruction,D) Quantity in Column A is greater.,A) 217.75,D)  increase,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"C) since it was colder and wetter than usually in some regions, which slowed",C) and it brings,"C) Being a United States citizen since 1988 and born in Calcutta in 1940, author Bharati Mukherjee has",A) 20,A) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1360x768,26.102,151.918,153.518,5,807604,7
2,7/11/2017 10:12,7/11/2017 10:19,IP Address,68.114.108.36,100,366,TRUE,7/11/2017 10:19,R_1dn2g9Qpk2KSPSF,,30.27119446,-89.77050018,anonymous,EN,Female,Some college but no degree,38-47,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,A) Written by one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,A) $1000,A) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,A) more tech-savvy than those at any other time in,"C) Jackson, Simon, King, Mitchell, Prince, Nicks, Lennon, Wonder",B) Treatment with medication always shows faster results for patients with mental disorders than does treatment with psychotherapy.,D) An increasing number of people have been killed in home fires that started in the kitchen.,A) Roger feels better now than he would have felt without the surgery.,D)   invincible : control,A) Relationship cannot be determined from the information given.,B)  260.25,A) vary,D) Regionalist party members have organized to oppose industrial interests on several other issues.,"A) which was colder and wetter than usual in some regions, slowing",A) bringing,"A) Born in Calcutta in 1940, author Bharati Mukherjee became a United States citizen in 1988; she has",A) 20,A) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1360x768,14.087,57.015,58.201,5,436519,13
2,7/11/2017 10:18,7/11/2017 10:20,IP Address,104.50.82.132,100,135,TRUE,7/11/2017 10:20,R_20ScbZGdBH5y5dz,,32.66059875,-97.02490234,anonymous,EN,Female,Some college but no degree,18-27,D) Being given an exercise routine and having a consultation with a doctor about the routine is the best way to help a stroke survivor regain dexterity in their extremities.,E) Believed by some as one of the first works by a widely read female author in the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,A) $1000,B) Statement 2 alone is sufficient but statement 1 alone is not sufficient to answer the question asked.,A) more tech-savvy than those at any other time in,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",D) Medication is always more effective in treating patients with mental disorders than is psychotherapy.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","C) Many aspects of medical practice are based on probabilities, and Roger went with the greatest probability.",E)  intractable : destruction,B) Quantity in Column B is greater.,C) 520,A) vary,B) Industrial interests need not oppose the protection of the environment.,"B) colder and wetter than was usual in some regions, which slowed",D) and it brought,"B) Having been a United States citizen since 1988, she was born in Calcutta in 1940; author Bharati Mukherjee",C) 36,C) Wednesday,Chrome,59.0.3071.115,Windows NT 10.0,1366x768,10.246,20.294,21.186,5,461825,4
2,7/9/2017 19:23,7/9/2017 19:32,IP Address,172.7.244.112,100,544,TRUE,7/9/2017 19:32,R_2TvgwmdtrTxSxma,,32.85240173,-97.28800201,anonymous,EN,Male,Some college but no degree,28-37,C) A stroke survivor that is given a detailed exercise plan and consults her physician about the plan will regain full dexterity in her extremities.,A) Written by one of the first widely read female authors of the Western world,"E) Construction of new shops, malls, and casinos by the Jersey shore helped attract visitors to go indoors rather than stay outdoors.",B) $900,D) Each statement alone is sufficient to answer the question.,C)  more tech-savvy now than at any time in their,"A) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",B) Treatment with medication always shows faster results for patients with mental disorders than does treatment with psychotherapy.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.",A) Roger feels better now than he would have felt without the surgery.,B) independent : conquest,A) Relationship cannot be determined from the information given.,B)  260.25,A) vary,D) Regionalist party members have organized to oppose industrial interests on several other issues.,"B) colder and wetter than was usual in some regions, which slowed",B) and brings,"C) Being a United States citizen since 1988 and born in Calcutta in 1940, author Bharati Mukherjee has",A) 20,A) Monday,Chrome,59.0.3071.115,Windows NT 6.1,1280x1024,13.303,73.119,74.435,6,537002,7
2,7/9/2017 19:23,7/9/2017 19:47,IP Address,70.119.41.143,100,1431,TRUE,7/9/2017 19:47,R_1PY8H4gPBPP3JpS,,32.76730347,-96.62470245,anonymous,EN,Male,Bachelor's degree in college (4-year),28-37,C) A stroke survivor that is given a detailed exercise plan and consults her physician about the plan will regain full dexterity in her extremities.,B) Believed to be one of the first widely read female authors of the Western world,"E) Construction of new shops, malls, and casinos by the Jersey shore helped attract visitors to go indoors rather than stay outdoors.",C) $1100,E) Statements 1 and 2 are not sufficient to answer the question asked and additional data is needed to answer the statements.,C)  more tech-savvy now than at any time in their,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",C) Most mental disorders are not the result of chemical imbalances affecting the brain.,D) An increasing number of people have been killed in home fires that started in the kitchen.,A) Roger feels better now than he would have felt without the surgery.,B) independent : conquest,D) Quantity in Column A is greater.,A) 217.75,A) vary,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"A) which was colder and wetter than usual in some regions, slowing",A) bringing,"C) Being a United States citizen since 1988 and born in Calcutta in 1940, author Bharati Mukherjee has",D) 45,A) Monday,Chrome,59.0.3071.115,Windows NT 10.0,1536x864,23.616,206.652,207.921,9,910977,7
2,7/9/2017 19:48,7/9/2017 19:56,IP Address,66.87.121.144,100,457,TRUE,7/9/2017 19:56,R_279BMz0EQUWoiau,,29.94590759,-95.27519989,anonymous,EN,Female,Some college but no degree,18-27,C) A stroke survivor that is given a detailed exercise plan and consults her physician about the plan will regain full dexterity in her extremities.,B) Believed to be one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,E) $1300,C) Statement 1 alone is sufficient but statement 2 alone is not sufficient to answer the question asked.,E) more tech-savvy now than it was at any time in,"D) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",C) Most mental disorders are not the result of chemical imbalances affecting the brain.,"B) Compared to other types of home fires, home fires caused by smoking in bed usually cause relatively little damage before they are extinguished.","E) Roger made the decision himself, and he takes the responsibility for it.",C) inimitable : modification,A) Relationship cannot be determined from the information given.,D) 77,D)  increase,C) Past attempts to protect the environment through recycling laws have failed.,"B) colder and wetter than was usual in some regions, which slowed",C) and it brings,"B) Having been a United States citizen since 1988, she was born in Calcutta in 1940; author Bharati Mukherjee",A) 20,B) Tuesday,Chrome,59.0.3071.115,Macintosh,1366x768,7.377,126.747,128.447,9,260362,3
2,7/9/2017 19:30,7/9/2017 19:32,IP Address,67.172.210.87,100,135,TRUE,7/9/2017 19:32,R_AdnOFltqsWFJIrL,,38.40359497,-77.53320313,anonymous,EN,Male,Bachelor's degree in college (4-year),18-27,"B) If a stroke survivor is not given an exercise plan and does not consult with a doctor, she will not regain dexterity in her extremities.",A) Written by one of the first widely read female authors of the Western world,C) Sunburns are most likely to happen when beach go-ers suntan for consecutive sunny days at the beach.,D) $1200,B) Statement 2 alone is sufficient but statement 1 alone is not sufficient to answer the question asked.,B) more tech-savvy than they were at any time in their,"A) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",A) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,"E) Population densities have increased, with the result that one home fire can cause more deaths than in previous decades","D) Even with the most modern methods and facilities, medicine is still more of an art than a science, and one can‰Ûªt really predict the outcome with any high degree of reliability.",D)   invincible : control,B) Quantity in Column B is greater.,A) 217.75,D)  increase,B) Industrial interests need not oppose the protection of the environment.,"C) since it was colder and wetter than usually in some regions, which slowed",A) bringing,"D) Being born in Calcutta in 1940 and having been a United States citizen since 1988, author Bharati Mukherjee",A) 20,B) Tuesday,Chrome,59.0.3071.115,Macintosh,1440x900,1.784,28.952,30.622,5,498396,6
2,7/9/2017 19:23,7/9/2017 19:53,IP Address,66.190.21.153,100,1760,TRUE,7/9/2017 19:53,R_6D93jxAosbAOMGl,,42.83500671,-90.15679932,anonymous,EN,Female,Bachelor's degree in college (4-year),28-37,"B) If a stroke survivor is not given an exercise plan and does not consult with a doctor, she will not regain dexterity in her extremities.",A) Written by one of the first widely read female authors of the Western world,A)People going to the Jersey Shore used suntan lotion with increasing levels of UV protection and monitored UV levels to help determine what times during the day were most suitable for being in the sun.,B) $900,A) Both statements 1 and 2 together are sufficient to answer the question but neither statement is sufficient alone.,B) more tech-savvy than they were at any time in their,"A) Mitchell, Jackson, Simon, Nicks, King, Wonder, Lennon, Prince",A) Treatment by psychotherapy can produce no effective reduction in or correction of chemical imbalances that cause mental disorders.,"E) Population densities have increased, with the result that one home fire can cause more deaths than in previous decades","E) Roger made the decision himself, and he takes the responsibility for it.",E)  intractable : destruction,A) Relationship cannot be determined from the information given.,A) 217.75,A) vary,A)  It is possible that some Regionalist party members may not oppose the bill for a new recycling law.,"A) which was colder and wetter than usual in some regions, slowing",E) and brought,"E) Having been born in Calcutta in 1940 and being a United States citizen since 1988, author Bharati Mukherjee",A) 20,A) Monday,Firefox,54,Windows NT 10.0,1366x768,76.044,488.02,489.139,5,157045,12
